Word,Occurrences,Likelihood Ratio
psychopath,14.0,0.8247539268707414
carving,5.0,0.7995857578631668
profession,33.0,1.2799030581245991
surgical,2.0,0.909376806119253
precision,11.0,1.2288412010210015
first,1766.0,1.0497717583228285
stiff,21.0,0.9023883269053218
turns,402.0,1.063098578510901
copper,5.0,1.0883250593137548
peter,253.0,0.9543187036960483
godley,1.0,1.7948491172160237
robbie,30.0,1.1744879277368532
coltrane,5.0,1.492560081344578
enough,903.0,0.9877711463042923
calls,100.0,0.9384144825528716
inspector,39.0,1.068410490909544
frederick,7.0,1.2962648245132622
abberline,2.0,1.8187536122385064
johnny,74.0,0.9685826041545188
depp,43.0,0.9325081365121531
blow,51.0,0.9117590628353501
crack,37.0,0.9412315431611701
case,419.0,0.9867212217091814
widower,7.0,1.0605803109653964
prophetic,5.0,1.2438000677871484
dreams,128.0,1.142708656409347
unsuccessfully,9.0,1.1228309894744193
tries,369.0,0.9201958109626102
quell,3.0,1.225112468996922
copious,6.0,0.8209136177138415
amounts,33.0,0.7556874438927155
absinthe,2.0,0.909376806119253
opium,1.0,1.7948491172160237
upon,305.0,1.0498590849752685
arriving,17.0,1.1706031612801042
befriends,28.0,1.205596158330255
unfortunate,60.0,1.0153963534608765
named,353.0,1.0464556199414117
mary,128.0,1.0630036820806843
kelly,86.0,0.9317615810686181
heather,31.0,1.0657149569853948
graham,44.0,1.2406265561598044
proceeds,29.0,0.9065710481929772
investigate,50.0,0.897933387664298
horribly,43.0,0.878851914371573
gruesome,24.0,1.0070544899471179
crimes,31.0,0.9793056361487411
even,2554.0,0.9696744269487731
police,239.0,0.9868647537445979
surgeon,11.0,0.9557653785718901
can't,642.0,0.9529502045766185
stomach,23.0,0.8519955337363088
think,842.0,0.9822292187001062
anyone,411.0,0.9826324724811499
needs,221.0,0.9893347323599497
briefed,1.0,1.7948491172160237
go,1073.0,1.0000203495121778
particulars,6.0,1.0722137047690992
unique,115.0,1.1693945223762858
interesting,633.0,0.9874341726786692
theory,47.0,1.075074677787859
identity,79.0,1.0709861063577948
killer,259.0,0.9970715732048792
reasons,131.0,1.0005231698829544
chooses,37.0,1.096358683237278
slay,2.0,1.3640652091788796
bother,49.0,0.718376825351086
cloaking,1.0,1.7948491172160237
screenwriters,67.0,0.9775094935805874
terry,54.0,1.1489921302084534
hayes,6.0,0.9381869916729617
vertical,6.0,1.8763739833459234
limit,10.0,1.032522580483444
rafael,6.0,1.4072804875094425
yglesias,3.0,1.225112468996922
les,27.0,0.9431565462343755
mis,2.0,1.3640652091788796
rables,2.0,1.3640652091788796
good,2313.0,1.0146893783624038
job,550.0,1.0751872184918774
keeping,82.0,1.0104671413757889
hidden,76.0,1.1556792897712687
viewers,161.0,1.045377107863396
funny,824.0,0.9636561960122073
watch,601.0,1.030057679896986
locals,16.0,1.067197402311056
blindly,5.0,1.0661143438175558
point,670.0,0.9691934091483467
finger,23.0,0.9041585255977154
blame,87.0,0.7774843697025132
jews,24.0,1.183405045790392
indians,13.0,1.3718332004852476
englishman,4.0,1.3897566557646635
could,1395.0,0.9801156726929057
capable,68.0,1.0016400114400899
committing,13.0,1.016770489771419
ghastly,9.0,1.1401053123894105
acts,72.0,0.9574621105709792
ending,421.0,1.1490448868260137
whistling,1.0,1.7948491172160237
stonecutters,1.0,1.7948491172160237
song,127.0,1.156625187592843
simpsons,9.0,1.3723489871354015
days,325.0,1.0687274733466074
holds,84.0,1.2500437419160582
back,1031.0,1.02047762507895
electric,15.0,0.9639637673251119
car/who,1.0,1.7948491172160237
made,1025.0,0.9753443535187735
steve,151.0,0.938351031494962
guttenberg,4.0,0.7720870309803686
star,664.0,1.0494784917235696
worry,35.0,1.107103557626843
-,1412.0,1.03696782733658
it'll,26.0,0.8873908279175908
make,1590.0,1.0000207558700138
sense,553.0,1.093999771249514
see,1726.0,1.0616053820251736
onto,119.0,0.9871370928520414
appearance,125.0,1.0005028145013282
certainly,360.0,1.0335169223138767
dark,298.0,1.1420040113293257
bleak,50.0,1.173303010506515
surprising,100.0,1.0852430267483555
much,2022.0,1.0012058257645589
looks,443.0,0.9044156347299201
tim,155.0,0.8317261105035364
burton,58.0,1.0170149499267596
planet,235.0,0.9452230285909325
apes,83.0,1.088294933446369
times,564.0,1.05081535756512
sleepy,34.0,1.0017042900017576
hollow,62.0,0.9410135034055594
2,361.0,0.9360494760712907
print,27.0,1.0055713176763563
saw,252.0,0.925565984694234
completely,439.0,0.9482525407155376
finished,35.0,0.8586342932730914
color,86.0,1.329165261458025
music,467.0,1.0501509124396473
finalized,2.0,1.8187536122385064
comments,53.0,0.9570393111042139
marilyn,14.0,0.9622129146825317
manson,9.0,0.7917398002704239
cinematographer,66.0,1.1161160916286532
deming,1.0,1.7948491172160237
word,214.0,0.985443078300989
ably,11.0,1.249847033517087
captures,38.0,1.3755769078967404
dreariness,2.0,0.909376806119253
victorian-era,1.0,1.7948491172160237
london,61.0,0.988491957244712
helped,54.0,1.016196436617667
flashy,39.0,1.0034155193792136
killing,137.0,0.9655019401845283
scenes,1262.0,0.9810321289279903
remind,31.0,0.7927712292632665
crazy,82.0,1.0007511111702525
flashbacks,68.0,1.1649392599118693
twin,41.0,0.8002615538855696
peaks,17.0,0.7810546176434141
though,936.0,1.0165216721491186
violence,298.0,1.098311922146053
pales,5.0,1.0883250593137548
comparison,72.0,0.9791017214033282
black-and-white,12.0,1.596909790518115
oscar,208.0,1.1339504398486802
winner,70.0,1.1982326863892458
martin,164.0,1.026548205180437
childs',1.0,1.7948491172160237
shakespeare,70.0,1.0142849954030277
love,1087.0,1.0906300596803142
production,289.0,1.0140379091497167
design,85.0,1.071629592842356
original,701.0,0.9805302612066837
prague,1.0,1.7948491172160237
surroundings,17.0,1.0688115820383561
one,5514.0,1.0341180652359807
creepy,92.0,1.120717711891445
acting,688.0,0.9596632709322669
solid,171.0,1.1581706748526444
dreamy,9.0,1.3301228644543122
turning,79.0,0.9520530698078913
typically,27.0,1.1905246136061147
strong,259.0,1.1677113390889358
performance,885.0,1.1201758502212376
deftly,7.0,1.6161223786139374
handling,23.0,0.9412522086991602
british,141.0,1.0641299119825267
accent,95.0,0.8269531269535362
ians,1.0,1.7948491172160237
holm,17.0,1.1706031612801042
joe,285.0,0.9946731433837184
gould's,3.0,1.5313905862461525
secret,171.0,1.0146753406729665
richardson,26.0,0.9456258509996828
102,10.0,0.8064673409693169
dalmatians,20.0,0.6177449443222746
log,4.0,1.1118053246117308
great,1138.0,1.164861439785222
supporting,275.0,1.0936476849380474
roles,279.0,1.0356334524964188
big,967.0,0.972217821195997
surprise,207.0,1.0517118561706407
cringed,3.0,0.9188343517476915
time,2280.0,1.0276173696859279
opened,40.0,0.9632365098229435
mouth,89.0,1.0555607778938767
imagining,5.0,1.0883250593137548
attempt,260.0,0.890149066530296
irish,44.0,1.1692412979680695
actually,834.0,1.003878006948634
half,390.0,0.9672352288140854
bad,1372.0,0.8271926439205793
however,986.0,1.0634398778744625
00,7.0,0.8484642487723171
r,136.0,1.0302775017423769
violence/gore,3.0,1.225112468996922
sexuality,35.0,1.1878850373101415
language,123.0,1.134990747840694
drug,147.0,0.984625795443665
content,77.0,1.0777889843689095
every,945.0,1.0104777984760975
movie,5429.0,0.9553447256530754
comes,733.0,1.0055712715612224
along,529.0,1.0231275043093822
suspect,87.0,1.029831141187591
studio,149.0,0.9276312436323542
indication,11.0,0.9557653785718901
stinker,8.0,0.7745440241549425
everybody's,8.0,1.1359979020939155
perhaps,458.0,1.0301310154524508
becomes,526.0,0.998539684782737
critical,58.0,1.099276521329286
darling,4.0,1.621382765058774
mtv,40.0,0.9254625290455731
films',7.0,1.1784225677393294
_election,2.0,1.8187536122385064
high,494.0,1.0634536905487997
school,374.0,1.0768017700114987
comedy,797.0,0.9791311223614445
starring,178.0,0.956479132676454
matthew,113.0,0.972357985772867
broderick,51.0,1.0545274406789862
reese,45.0,1.1622083540380177
witherspoon,30.0,1.2090316903173488
current,77.0,1.0219800279215239
example,298.0,0.940151962131149
anybody,39.0,0.9632788986040449
know,1207.0,1.002646504331821
existed,9.0,1.2667836804326782
week,78.0,1.043507327647616
plot,1448.0,0.9210654244994603
deceptively,5.0,1.3992750762605421
simple,281.0,1.0882344058250317
george,223.0,1.1749943581905988
washington,71.0,1.3157899484045457
carver,18.0,1.8829253898167992
student,108.0,1.060931424874546
elections,4.0,1.158130546470553
tracy,21.0,1.4808423826138615
flick,191.0,1.0173471366227451
over-achiever,2.0,1.3640652091788796
hand,332.0,0.9977029567097325
raised,46.0,1.1822508949542656
way,1668.0,1.0495123412358212
mr,325.0,0.9434084766292008
sick,75.0,1.0007841720346837
megalomaniac,6.0,0.8209136177138415
encourages,7.0,1.6161223786139374
paul,226.0,0.9720038019217916
popular-but-slow,1.0,1.7948491172160237
jock,18.0,1.0104643085724934
run,311.0,1.0478255224514204
paul's,12.0,1.1976823428885865
nihilistic,8.0,1.15703490028084
sister,130.0,1.234310539839104
jumps,41.0,0.9836548266510128
race,118.0,1.1286242796761115
personal,189.0,1.1796222684645936
side,317.0,1.104668347719371
sleeper,14.0,1.301817472805778
expectations,87.0,1.2244326417899325
low,111.0,0.9325660520897546
going,871.0,1.0009419766163232
fact,795.0,1.0082515596586996
quality,192.0,1.0090759397044602
stuff,206.0,0.9520596280392168
reviews,91.0,0.9485198302054106
enthusiastic,18.0,1.0123780667326687
right,780.0,1.0482804239558072
help,531.0,1.0795170454438991
baggage,12.0,1.0318494031040129
glowing,17.0,1.1706031612801042
contrast,65.0,1.2399016515384933
negative,43.0,1.0194682206710246
reviewers,21.0,1.1742617330883356
likely,164.0,0.9575191339518537
live,320.0,1.0357927330288013
hype,53.0,1.067844067410337
makes,991.0,1.0392225274149034
_election_,7.0,1.8854761083829268
disappointing,86.0,0.9030638128443553
contains,117.0,1.0141253432777197
significant,58.0,1.1913603699142041
details,118.0,1.1477196147295383
lifted,26.0,0.8846177315803484
directly,74.0,0.9701373113843015
_rushmore_,6.0,1.8763739833459234
released,206.0,1.0992693091381118
months,107.0,1.0003493965700712
earlier,148.0,1.0899938798781776
similarities,26.0,1.2117474753633308
staggering,12.0,1.1055529318971566
president,107.0,1.2497170698877185
extraordinary,56.0,1.210572768494154
number,219.0,1.0382332023929575
clubs,17.0,1.0591171459200943
involved,241.0,1.0404922117010533
play,445.0,1.0147328766846406
max,128.0,0.8970845475246831
fischer,8.0,1.3674048821500835
tension,136.0,1.0364839927167284
potential,169.0,0.909196820199588
relationship,359.0,1.1397502259072458
teacher,106.0,1.1868658303990764
single,218.0,1.0616951413880462
parent,29.0,1.067064487346758
home,542.0,1.01605018802293
contributed,13.0,0.9602832403396733
drive,94.0,0.9418133465404914
male,102.0,1.008850835629706
bumbling,32.0,0.9565124366047411
adult,106.0,1.0884286317308753
pursues,11.0,0.8920476866670974
extramarital,3.0,1.1485429396846145
affair,95.0,1.0889435866432404
gets,860.0,1.00188037959295
caught,121.0,1.1779603219265804
life,1467.0,1.1632142840855852
ruined,34.0,0.9107757755819553
bee,9.0,1.3301228644543122
sting,9.0,0.6333918402163391
bill,171.0,1.1734097626796527
murray,54.0,1.079708713906271
several,417.0,1.0700317042179985
stings,2.0,1.8187536122385064
happened,163.0,1.005269380374519
individual,75.0,1.1840063009354522
screenplay,286.0,0.9777860918312098
contain,42.0,1.1020702234902304
many,1267.0,1.0896995955774633
points,160.0,1.0105658659723464
yet,600.0,1.1025171616257108
probably,537.0,1.041650805416554
aware,60.0,1.135231418599052
two,1824.0,1.0369466448866018
different,429.0,1.1519395173585163
studios,46.0,1.074773540867514
genre,248.0,1.0950052095725349
geeks,5.0,0.6219000338935742
revenge,90.0,0.9480559152502315
fully,89.0,1.1940876694018778
formed,15.0,0.9132288322027377
strengths,16.0,1.2495476587283514
rely,34.0,0.9139603062658083
fantastic,77.0,1.3652259332674912
performances,429.0,1.1524102201244826
newcomer,31.0,1.0851765157323887
jessica,36.0,1.0045666326801828
anti-social,3.0,1.5313905862461525
tammy,5.0,1.3992750762605421
playing,351.0,1.0478299072614927
rooney,3.0,0.7350674813981533
role,863.0,1.0462332424900014
_ferris,1.0,1.7948491172160237
bueller_,1.0,1.7948491172160237
fun,569.0,1.0347271324178628
he's,1149.0,0.9779767759559327
since,768.0,1.0105147469499318
revelation,37.0,1.164881100939608
early,295.0,0.9732899842761316
year,593.0,1.069034054785222
teenagers,83.0,0.9624448128142453
clout,9.0,0.8039204125822765
money,499.0,0.9872068966636504
deserves,111.0,1.225709623512779
nomination,60.0,1.2315976693362385
campbell's,6.0,1.2062404178652364
character,1902.0,1.0144484445183122
speech,92.0,1.19636885927081
gymnasium,2.0,1.3640652091788796
bothering,7.0,0.837989381503523
i've,380.0,1.0301813360368095
seen,902.0,1.1094268858957075
amount,132.0,1.0893931045098895
suppose,92.0,0.7983391282710322
coming,261.0,0.9970934612664648
expect,215.0,1.044116433285676
less,452.0,1.0819608011299986
starts,316.0,0.9849932028695252
light,184.0,1.0598772562531702
airy,6.0,0.8339439925981882
sitcom,46.0,0.916071599891463
screws,12.0,1.0220222659315938
tighten,2.0,1.8187536122385064
tensions,9.0,0.9500877603245087
mount,7.0,0.9427380541914634
alexander,26.0,1.1062805654705967
payne,12.0,1.1055529318971566
decides,188.0,1.0404674567989662
add,176.0,0.9326617661001182
elements,235.0,1.0496135448869692
frankly,55.0,0.8101503329338415
distract,18.0,1.152811463153142
story,2110.0,1.0562887428339163
tracy's,2.0,1.3640652091788796
determination,16.0,1.1359524170257738
win,109.0,1.0773171412389542
costs,23.0,0.9432807694937705
throw,97.0,0.9192749897815928
student/teacher,1.0,1.7948491172160237
logical,25.0,1.1054239801357333
reason,435.0,0.9185920385768813
lot,674.0,1.0231603422663333
tonal,1.0,1.7948491172160237
nosedive,3.0,1.225112468996922
takes,668.0,1.0794993310157561
explicitly,11.0,1.1763266197807878
sex-driven,2.0,1.3640652091788796
mark,163.0,1.0244064331134208
disappointment,67.0,0.9107256548423348
got,470.0,0.9068646342435326
mail,32.0,1.119819437976282
works,359.0,1.1084858412362797
alot,8.0,1.15703490028084
order,282.0,1.0928551455433289
cast,759.0,0.9895990940573359
extremely,248.0,1.12580188365636
popular,191.0,1.069685825041321
attractive,81.0,0.9224284228146481
stars,376.0,0.9668454988200447
share,112.0,1.1498888142073684
screen,626.0,1.042252629210615
hours,234.0,0.9831129207021173
collect,19.0,1.1382241704613705
profits,6.0,1.0722137047690992
real,849.0,1.0469401691437752
inventive,51.0,1.1274210425692386
bone,47.0,1.0034030326020018
body,258.0,1.0189395757281825
basically,210.0,0.9362484938550032
complete,197.0,0.9760141525384746
re-shoot,4.0,1.3897566557646635
shop,55.0,1.0785126307181767
around,896.0,0.9794948490283788
corner,52.0,0.9295225809068106
adding,36.0,1.0932964333972854
modern,134.0,1.1528224674495595
twists,114.0,1.0950808107167316
essentially,62.0,1.0252767847700517
goes,646.0,0.9739931037869054
defies,15.0,1.20495470915639
concepts,23.0,1.1540256964893916
contemporary,50.0,1.2419503686091506
filmmaking,98.0,0.9925633763707359
overly,65.0,0.9414658675347785
sentimental,39.0,1.072295619967397
terribly,56.0,0.8024026738538554
mushy,4.0,0.7720870309803686
mention,113.0,0.9725068464565433
manipulative,38.0,0.9825549342119575
oh,196.0,0.9921602302487043
enjoyable,163.0,1.07879924727903
manipulation,17.0,1.343083337217511
must,604.0,1.0369865537342284
something,1047.0,1.0179541645676142
work,1005.0,1.0365704307057144
absolutely,186.0,1.004775345186934
hated,35.0,0.9172987480929921
previous,186.0,1.0440123017645246
ryan/hanks,1.0,1.7948491172160237
teaming,8.0,1.3016642628159447
sleepless,10.0,1.3343368732401428
seattle,22.0,0.9727893464770218
directing,117.0,1.072345372883109
helmed,15.0,0.7886976278114551
woman,513.0,1.020586945431216
quite,655.0,1.0998728131228601
figured,29.0,0.8314210797243489
liked,153.0,1.0162993123291488
important,208.0,1.0927990125961071
storyline,106.0,1.090772979627388
cliched,66.0,0.9410269264784821
come,767.0,1.0378324321603356
tom,259.0,0.9970715732048792
hanks,77.0,1.3249052611793055
plays,752.0,0.9769847379115738
fox,102.0,1.1274593411906906
insanely,12.0,1.0220222659315938
likeable,47.0,1.198040735704771
owner,88.0,0.9458615080168431
discount,9.0,0.9500877603245087
chain,43.0,1.06466631912442
meg,56.0,0.9734643427853367
ryan,193.0,1.0979270483933006
kathleen,26.0,0.9490151909674235
kelley,17.0,1.0207433362853082
proprietor,6.0,0.9381869916729617
family-run,1.0,1.7948491172160237
children's,52.0,1.16762336509294
nice,336.0,1.0388982387381902
homage,48.0,1.03423060850608
soon,382.0,1.047045460021331
become,509.0,1.1205851393635269
bitter,58.0,1.0738667173139698
rivals,13.0,1.0883210057182964
store,118.0,1.020615530830684
opening,301.0,1.0132209958389038
across,219.0,1.0153551811310275
small,406.0,1.111824248491656
business,186.0,1.0043662649886567
already,285.0,1.0000651155916442
internet,38.0,1.0870820548728042
neither,158.0,0.9168291911386232
party,176.0,1.0767335730216698
knows,276.0,1.056607730791917
person's,20.0,1.1913652497643865
true,385.0,1.1939709166101162
rest,430.0,1.0076003297359017
serve,78.0,1.0708699828058075
mere,47.0,1.149732641523127
backdrop,31.0,1.1910473953160365
sure,518.0,1.023716592289913
mildly,43.0,0.8085437612218471
subplots,58.0,0.8050023095716573
fail,69.0,1.0135584622808587
utter,41.0,1.0464413049478858
cuteness,10.0,0.8064673409693169
main,399.0,0.986224011064234
leads,231.0,1.1249816876764953
predictable,180.0,0.9265564135822448
climax,121.0,1.0213220636014295
foreseeable,2.0,0.909376806119253
damn,87.0,0.974137224997505
cute,123.0,0.9557674118820944
well-done,10.0,1.032522580483444
doubt,172.0,1.1194813629162552
entire,406.0,1.0320508586623798
scene,1372.0,1.00587626070198
evokes,10.0,1.6202662032201733
pure,90.0,1.2058968304726074
joy,60.0,1.2461414958125656
part,703.0,0.9932921296552004
discovers,112.0,1.0664885150576744
online,11.0,1.2164286636369512
filled,161.0,1.040150222324079
lack,235.0,0.9660579571165359
happiness,39.0,1.3339868129356307
left,412.0,1.0255957775146538
theater,218.0,0.9856656435702349
smiling,14.0,1.0188136743697394
moviemaking,16.0,1.180128344354554
general,165.0,1.1271428189901944
manager,39.0,0.9829376516367806
nfl,6.0,0.9381869916729616
team,282.0,0.9266512108702363
post-salary,1.0,1.7948491172160237
cap,14.0,0.8659916232142786
era,71.0,1.3113958446807457
--,1136.0,1.0168389390005315
allocate,1.0,1.7948491172160237
resources,21.0,0.9023883269053218
dollar,50.0,0.8965951858943066
spent,139.0,0.9836670447249632
free-agent,1.0,1.7948491172160237
defensive,6.0,1.2062404178652364
tackle,12.0,1.231901838399689
spend,150.0,1.033303536891831
linebackers,1.0,1.7948491172160237
safeties,1.0,1.7948491172160237
centers,33.0,0.957552411620185
teams,24.0,0.8599137010933643
detroit,22.0,0.8786484419792454
lions,13.0,0.7682265922717386
boast,13.0,1.0803186453821325
superstar,14.0,1.02235122185019
running,313.0,0.9696446858084281
huge,168.0,0.9144600211757287
contract,20.0,1.1817729369643513
field,84.0,1.1248735794297686
five,247.0,0.9841107050186811
guys,262.0,0.9521896757101462
herb,1.0,1.7948491172160237
movies,1180.0,1.0335400055143322
special-effects,4.0,1.3897566557646635
budget,129.0,0.9567443284082492
hire,27.0,1.036043175787761
recognizable,16.0,1.1264861468838925
actors,683.0,0.9976886629462853
jackie,255.0,1.2635929841504405
chan,118.0,1.1695238118237032
barry,67.0,1.0247671389583946
sanders,7.0,1.6161223786139374
spins,7.0,1.1784225677393294
darts,2.0,1.8187536122385064
cutting,43.0,0.9667371058087303
line,393.0,0.9779315733310051
watching,490.0,0.9902899862827136
operation,46.0,0.9852090791285547
condor,13.0,0.864254916305706
drives,49.0,1.193587914154023
motorcycle,16.0,0.9172815767483126
crowded,9.0,1.3301228644543122
streets,71.0,1.1064429762214134
madrid,1.0,1.7948491172160237
fleeing,16.0,1.1264861468838925
armada,3.0,1.225112468996922
pursuers,7.0,1.0605803109653964
identical,16.0,0.9172815767483126
black,494.0,1.0614881666201157
compact,5.0,1.0883250593137548
cars,60.0,0.948252126123914
reminiscent,63.0,1.0764399373810967
daylight,18.0,1.4270592428085211
chicago,56.0,1.064726624921462
bears,29.0,0.8778201445053457
hot,100.0,0.9468858656757266
pursuit,31.0,1.0587087958364767
except,212.0,0.9665859595269267
rescuing,9.0,1.036459374899464
runaway,15.0,0.8675673905926007
baby,115.0,0.9936031889471711
carriages,1.0,1.7948491172160237
cent,2.0,1.3640652091788796
invested,15.0,1.0146987024474863
stunts,59.0,1.027666646808018
pay,154.0,0.953906738390658
hospital,76.0,1.065142202554165
bills,13.0,1.2003540504245918
leaves,181.0,1.0968160254815111
75,3.0,1.5313905862461525
cents,6.0,1.2062404178652364
things,845.0,1.0230341427427134
directs,38.0,1.1107142734569955
scripts,32.0,0.9559434226626797
dubbing,13.0,0.8535851025241541
characters,1813.0,1.0235659368240595
hideous,22.0,0.9727893464770218
title,290.0,1.0219705385230462
sequence,364.0,1.0360233802909606
also,1965.0,1.0886792858127678
explains,62.0,1.0016684377523202
shot,326.0,1.0378695373550229
places,98.0,1.0598558086670569
morocco,5.0,1.1194200610084335
spain,16.0,0.9655595544719079
chan's,28.0,1.0289583143643715
release,200.0,1.1000097136626856
country,159.0,1.1237292030557953
rumble,20.0,1.0516372266438723
bronx,14.0,1.01566918772045
supposedly,77.0,0.882797457943931
york,256.0,1.0429543449581717
filmed,100.0,1.132029649824546
vancouver,6.0,1.2062404178652364
chase,151.0,0.9437725679859832
canadian,27.0,1.2919506145998532
rockies,5.0,0.699637538130271
clearly,132.0,1.1537449258667833
visible,10.0,1.1119473943667857
heck,38.0,0.8842994407907618
haircut,7.0,0.9427380541914635
hairstylist,2.0,0.909376806119253
always,573.0,1.1167628820029059
played,788.0,0.994910000658544
mixture,19.0,1.2604778776590733
bruce,158.0,1.0004313320612135
lee,245.0,0.9904976247251891
master,131.0,1.2567442525681727
kung-fu,12.0,1.0858986575523184
slapstick-fu,1.0,1.7948491172160237
sent,124.0,1.0067070527420783
un,13.0,0.8592007939881288
retrieve,23.0,1.0084845093205288
cache,6.0,1.0945514902851219
lost,402.0,0.9630755661239279
nazi,29.0,0.9530618711772325
gold,74.0,0.979344633089569
north,45.0,1.1228114606807968
african,33.0,1.029368842491699
desert,57.0,1.1147667171983913
chased,26.0,1.0057096049732697
horde,3.0,0.9188343517476915
neo-nazi,4.0,1.3897566557646635
sympathizers,1.0,1.7948491172160237
stereotypical,47.0,0.9684939985244077
arabs,2.0,1.8187536122385064
political,153.0,1.3309052599852322
correctness,6.0,1.4072804875094425
joined,26.0,0.9169705221815106
three,625.0,1.0185070976939055
women,264.0,0.9619330153710665
scream,250.0,0.9780390658953518
save,271.0,0.9204906188495614
us,1065.0,1.0224413147106146
!,1713.0,0.8990146577917838
misuse,2.0,1.3640652091788796
firearms,7.0,1.1784225677393294
villain,175.0,0.9160595305767569
old,726.0,1.0223248777862424
whose,434.0,1.0479552543328121
legs,41.0,0.9279762515575591
broken,75.0,0.9500395927246986
base,42.0,1.1217500489096988
carried,40.0,1.1756894900239279
everywhere,44.0,1.0575593806182928
pathetic,96.0,0.8133353703368477
evil,411.0,1.0379833305923842
en,10.0,1.429646649900153
route,29.0,1.1921111069577062
extended,53.0,0.9262116025253763
hilarious,199.0,1.1910326488024676
fight,312.0,0.9122568164618958
moroccan,2.0,1.3640652091788796
version,290.0,1.1046537506195389
motel,15.0,0.7448810929330411
6,44.0,0.8861618258284318
neo-nazis,2.0,1.3640652091788796
