Word,Occurrences,Likelihood Ratio
door,108.0,0.9781667545552163
knob,1.0,2.2817282836157733
simply,428.0,0.960506477484131
unbearable,20.0,0.6702180469638881
easily,206.0,1.0748619179730188
weakest,15.0,1.3056663385216756
link,26.0,0.9701698726367085
looks,443.0,0.8739664916908599
hideous,22.0,1.0331858620945213
short-cropped,1.0,2.2817282836157733
orange,21.0,1.1206427692178509
hair,103.0,1.0164080003679863
red,174.0,1.0050798142613275
lip-stick,1.0,2.2817282836157733
grotesque,18.0,0.8224159793362993
outfits,20.0,0.8764389844912382
supposed,322.0,0.7995169792421357
dress,44.0,1.0002420489384058
designer,44.0,1.181376790891615
clown,35.0,0.8455505637524581
matters,83.0,1.0201135583230705
worse,242.0,0.8492710690499629
ringwald's,3.0,2.2152208666093154
performance,885.0,1.0467849109476948
matches,18.0,1.137778497728414
appearance,125.0,0.9050900322424006
thankfully,71.0,1.075166911749669
keeps,153.0,1.0057529681401716
minimum,19.0,0.995763909235928
;,1850.0,0.9713549844987409
interested,122.0,0.9801143967898512
colorful,50.0,1.125338772487977
periphery,4.0,2.1924992757212416
device,87.0,0.9557594369697837
bring,234.0,0.9731824388930286
together,515.0,1.0017516498714
bride's,2.0,2.2440241836440533
working-class,6.0,0.9445361108467575
italian,51.0,1.4069686032186535
family,619.0,1.0459075263275346
groom's,1.0,2.2817282836157733
rich,180.0,1.0573044416948945
gentile,2.0,1.6830181377330402
folks,73.0,0.8529327823328418
homey,2.0,1.6830181377330402
down-to-earth,10.0,1.4439879476524917
free-spirited,6.0,1.439293121290297
father,421.0,1.0021377363076631
madeline,7.0,1.0730980247421802
kahn,8.0,1.0676721371797036
practical,18.0,0.9557339380918678
mother,381.0,1.0552306759207306
ally,20.0,0.9494755665321747
sheedy,14.0,1.495457274087358
lonely,54.0,1.0841655332873772
sister,130.0,1.0521948996406612
walsh's,1.0,2.2817282836157733
clan,21.0,0.8008563710539479
hand,332.0,0.9070950886887028
prim,3.0,1.4768139110728769
proper,36.0,1.2705735791523016
ostentatious,2.0,1.6830181377330402
families,45.0,1.0934752351777441
meet,234.0,1.007316875994893
mingle,1.0,2.2817282836157733
becomes,526.0,1.0128455666330531
culture,94.0,1.222642494023366
clash,19.0,1.1274500783921286
character,1902.0,0.9667207902801345
puts,126.0,1.0134307879312348
"""",17612.0,0.9174851988160879
money,499.0,0.9677652133368572
versus,17.0,1.2139979349920802
values,54.0,0.9384107153201708
wonderfully,85.0,1.2764709012481834
understated,23.0,1.151099570175161
film's,580.0,0.9641546287882162
pleasant,47.0,1.108211687495928
surprises,71.0,1.084201927814792
expresses,5.0,1.4494114287914777
eyes,276.0,0.9710651434312373
anthony,70.0,1.088946579713825
lapaglia,6.0,1.9790280417741586
however,986.0,1.027304309942401
seizes,5.0,1.3044702859123298
spotlight,22.0,1.1097181481755969
stevie,1.0,2.2817282836157733
dee,6.0,1.0794698409677228
suave,21.0,1.0775411242479334
polite,11.0,1.2177083788347063
mafioso,6.0,1.3878897955299292
formally,3.0,1.4768139110728769
courting,3.0,1.4768139110728769
old-fashioned,24.0,1.3084929535692393
chivalry,4.0,1.9184368662560862
lapaglia's,2.0,2.2440241836440533
sincere,25.0,1.4113700550154928
dim-witted,16.0,1.1651013163105473
riot,20.0,1.0357915271260087
what's,231.0,0.8476262140006856
uncanny,15.0,1.2903055580684795
dead,353.0,0.9306118976293453
ringer,1.0,2.2817282836157733
robert,288.0,1.017686584137693
de,227.0,0.9431862197795762
niro,57.0,1.1782375845253243
bit,564.0,1.0326697917827339
alec,38.0,1.0847824633519063
baldwin,81.0,1.0318177035189195
thrown,114.0,0.9242407973996505
measure,34.0,0.9533403412442127
seems,1032.0,0.972794862652203
attended,20.0,1.0789495074229258
school,374.0,0.966602418784361
gangster,69.0,1.180948962151478
inspired,93.0,1.06430876073216
partly,25.0,1.0654331263397476
tribute,23.0,1.3909838883975707
role-model,1.0,2.2817282836157733
rip-off,29.0,0.7954964609731233
whether,216.0,1.015883467485463
say,802.0,0.9539344107371588
star,664.0,1.061443504478432
born,94.0,1.0445745395888852
re-born,1.0,2.2817282836157733
over-the-top,52.0,0.8584758505208655
missed,70.0,0.9665930314313725
scrumptious,2.0,1.1220120918220267
extends,3.0,1.1076104333046577
beyond,180.0,0.9959829008021995
pesci,10.0,1.4439879476524917
particular,153.0,0.9733093240066176
sinks,17.0,0.9500853404285845
teeth,38.0,0.9146205083163134
role,863.0,1.0274188727996454
unscrupulous,7.0,1.0730980247421804
brother-in-law,4.0,1.0962496378606208
slum,3.0,1.4768139110728769
lord,72.0,1.2394156948942479
mob,74.0,1.1115074308343258
ties,25.0,0.9977337297702429
cheating,31.0,1.0249967840820557
wife,548.0,0.9731572446352434
catherine,73.0,0.8012815454565954
o'hara,16.0,0.8158375349909096
faced,42.0,1.2230455816000332
challenge,51.0,1.0333667707255647
somehow,206.0,0.984922889849071
finds,337.0,1.0555663506790653
touch,108.0,1.0080344417172074
financially-strapped,1.0,2.2817282836157733
carpenter,53.0,0.7870836422137657
whose,434.0,1.0020745000456233
dreams,128.0,1.090154434098521
bigger,65.0,0.9519165318935441
wallet,9.0,0.8858300761803399
adopts,13.0,1.0493547320448742
psychological,61.0,1.0137153039033817
point,670.0,0.9045564035887227
view,144.0,1.0723693834245793
tries,369.0,0.8820594191793086
:,3042.0,0.9396828529545524
plan,167.0,1.020142428142347
pay,154.0,0.8642089885096698
filmmaker,69.0,1.0836943417390033
style,312.0,1.0081919751349182
remarkably,38.0,0.9609145696127614
restrained,17.0,1.2718073604678934
tasteful,3.0,1.846017388841096
genius,76.0,1.0111901499734344
woody,131.0,1.1595938509513382
allen,130.0,1.1391941205498715
possess,24.0,0.9953843993713755
inspiration,41.0,1.061234959913122
movies,1180.0,0.9749690317762606
ten,152.0,0.8905427876951093
entertaining,313.0,0.9950278190235743
slop,4.0,1.370312047325776
usually,225.0,1.0638933833034183
passes,41.0,0.9607937928926868
comedy,797.0,0.9326990576483396
watching,490.0,0.9301662625168605
rat,20.0,1.1770358262795555
race,118.0,1.0581152874367181
week,78.0,0.9098298295184402
noticed,33.0,1.1286919033377707
cheeks,6.0,1.233679818248826
sore,8.0,1.3049326121085265
realized,78.0,0.9898611571149696
laughing,114.0,1.000484625777897
aloud,3.0,1.846017388841096
held,57.0,1.000882752920724
grin,13.0,1.1992625509084274
virtually,93.0,0.8841436413605718
112,1.0,2.2817282836157733
minutes,635.0,0.8993366002776741
saturday,51.0,0.954559506897504
night,406.0,0.9566604088060813
another,1111.0,0.9826463409013283
sneak,20.0,0.8764389844912382
preview,32.0,0.8962884932937196
damned,28.0,0.9391882686699453
enjoy,227.0,1.0708498091234784
second,359.0,1.0115943676784398
great,1138.0,1.0651025867468495
goofy,75.0,0.8711449598530714
delight,46.0,1.13514055196845
dandy,9.0,1.1596320997269904
mix,82.0,0.928772270999054
energetic,43.0,0.9600310404696304
performances,429.0,1.0685024829571945
sight,130.0,0.9387908746320527
gags,100.0,0.8293293875503608
flat-out,9.0,1.2755953096996895
silliness,13.0,0.7870160490336555
hands,141.0,0.9711234434757802
fun,569.0,1.0216761333844588
begins,392.0,1.0749875372607602
zippy,4.0,1.9184368662560862
retro-style,1.0,2.2817282836157733
credits,200.0,0.933812547040267
look,829.0,0.9863271523585986
torn,38.0,1.020971730213559
straight,171.0,0.8974697949738911
'60s,13.0,1.2915135163629219
slapstick,71.0,1.0119217992938059
featuring,82.0,0.9599014515105607
animated,164.0,1.1048702430763098
photos,14.0,1.1122463476024724
attached,25.0,0.8689938936708567
herky-jerky,3.0,1.1076104333046577
bodies,50.0,0.9836467938500529
bounding,1.0,2.2817282836157733
comes,733.0,0.9735761424794932
setup,47.0,1.1370658008637102
donald,38.0,0.9765816549868825
sinclair,16.0,0.8611618424904045
john,771.0,1.0054526592853414
cleese,5.0,1.5218820002310518
venetian,1.0,2.2817282836157733
hotel,81.0,0.9899197828837103
casino,33.0,1.1066997920848034
las,63.0,1.1172444060121343
vegas,96.0,0.9855198299001746
enjoys,27.0,1.0280759560155168
concocting,3.0,1.846017388841096
unusual,54.0,1.0985533662818234
bets,10.0,0.9832870310205062
high,494.0,0.9804398636569116
rolling,49.0,0.9667332888735355
clients,14.0,1.1699753967859916
end,1044.0,0.9435036840711409
places,98.0,0.9827209879626311
half,390.0,0.9534123659028975
dozen,49.0,1.0331357144441038
special,562.0,0.9719398048734548
tokens,2.0,1.6830181377330402
slot,3.0,0.8860883466437262
machines,31.0,1.3178530081055
gathering,17.0,1.1892224669310172
lucky,70.0,1.0120797623222608
token,40.0,0.8689309107699438
holders,1.0,2.2817282836157733
explains,62.0,1.0409042471856333
today,106.0,1.1034395628023919
chance,220.0,1.0190852983398306
play,445.0,1.0334526353171238
game,311.0,1.0623737022929542
odds,33.0,1.137441452976048
winning,77.0,1.0896920354519857
six,126.0,0.9502943746606791
competition,33.0,1.1943135256248503
simple,281.0,1.0481010736274254
contestant,4.0,1.6443744567909313
gets,860.0,0.9503087538383898
key,126.0,1.045662684292953
opens,175.0,1.0633155316405416
locker,11.0,1.1432928667948075
silver,46.0,1.1102315116431234
city,431.0,1.0118747817238043
n,28.0,1.1206223660266392
containing,24.0,1.1413910395852889
$2,7.0,1.3796974603828034
million,166.0,0.9668357858010792
cash,89.0,0.9203007245134891
transmitter,2.0,1.6830181377330402
every,945.0,0.9217406570838542
cronies,8.0,1.5421930870373495
keep,364.0,0.9689775271082121
track,100.0,0.9316481360040676
ahead,72.0,0.9764736846342912
rules,99.0,0.8775101213462557
whichever,4.0,0.9135413648838506
reaches,39.0,0.8368101308488355
would,2041.0,0.946904830151245
wrong,372.0,0.8908017764762174
spoil,26.0,1.095353082009187
jokes,259.0,0.8645519553100219
let's,129.0,0.9745111519772561
use,396.0,1.0107288368197918
next,452.0,0.9685344138230305
paragraphs,4.0,1.9184368662560862
profile,10.0,0.9774687645647637
racers,2.0,1.6830181377330402
decked,11.0,1.2312384719328697
flashy,39.0,0.9184501436145756
trashy,17.0,0.9414677863203886
clothing,28.0,0.9391882686699453
sporting,17.0,0.9104984512440601
vera,8.0,0.9609049234617332
baker,40.0,0.9256003179940705
whoopi,11.0,0.8442778093253965
goldberg,20.0,0.805615632209118
town,374.0,1.0941555983798563
reunite,7.0,0.780434927085222
daughter,296.0,0.9466744412504882
gave,141.0,0.9327359999269879
adoption,6.0,1.439293121290297
baby,115.0,0.931654974932638
grown-up,14.0,0.9917242975526688
merrill,5.0,1.956705428868495
lanai,2.0,1.6830181377330402
chapman,3.0,1.4768139110728769
erudite,1.0,2.2817282836157733
conservative,15.0,1.16741931444291
wary,10.0,1.4824942929232248
stranger,39.0,1.0205001595717504
trying,565.0,0.9129007420163935
jump,62.0,0.9509495591572453
clear,179.0,1.0414854792358148
women,264.0,0.9099751775792675
fierce,11.0,1.0553472616567456
competitive,4.0,1.534749493004869
nature,175.0,1.0703800252411668
owen,27.0,1.1215374065623822
templeton,2.0,1.6830181377330402
cuba,42.0,1.084260267375916
gooding,29.0,1.0557741048859886
jr,100.0,0.9836361509699388
currently,39.0,0.9553618515139791
man,1255.0,0.9810755798770519
america,168.0,1.1275881948566224
nfl,6.0,0.9445361108467575
referee,3.0,1.4768139110728769
cost,28.0,0.8217897350862021
gamblers,4.0,1.6443744567909313
country,159.0,1.065657087367072
enormous,44.0,1.0387968333702133
amounts,33.0,0.757536007682048
blowing,22.0,1.2398230345134253
call,210.0,0.9963547818788228
high-profile,16.0,0.9875928055153116
escaping,18.0,1.142725360762016
vengeful,7.0,1.2072352778349527
cab,25.0,0.9917735521730491
driver,84.0,1.1484260727688003
mexico,31.0,0.9987148152594388
masquerading,8.0,1.3049326121085265
busload,2.0,1.6830181377330402
lucy,45.0,1.0816920968676393
ricardo,6.0,0.9595287475268648
impersonators,4.0,1.6443744567909313
heading,23.0,1.0320203042949718
convention,26.0,0.828890926537255
mr,325.0,0.9151390395766678
pollini,3.0,1.846017388841096
rowan,3.0,1.1076104333046577
atkinson,5.0,0.8152939286952062
cheerful,14.0,1.3259721163574572
odd,108.0,0.9413262801329806
holiday,46.0,0.9995387865239429
narcoleptic,1.0,2.2817282836157733
falls,237.0,0.9040487039038952
asleep,31.0,0.8342997079737662
inopportune,2.0,1.6830181377330402
hitches,2.0,1.6830181377330402
ride,125.0,1.1083621746896581
zack,13.0,1.6489860074990879
wayne,74.0,0.9906166741817265
knight,36.0,1.090115302692989
hyper-tense,1.0,2.2817282836157733
ambulance,4.0,1.6443744567909313
carrying,40.0,1.0200493300342819
human,408.0,1.0475722512178103
heart,247.0,1.080811880959001
transplant,11.0,0.9849907775462958
operation,46.0,1.0878992685928306
randy,42.0,0.8225160344093791
pear,5.0,1.0870585715936083
jon,64.0,0.9755999630197357
lovitz,16.0,0.9903361188639652
promised,28.0,0.9987028030561482
beverly,37.0,0.8546956283060334
kathy,31.0,1.0542824064844
najimy,1.0,2.2817282836157733
kids,309.0,0.964717658627729
fun-filled,1.0,2.2817282836157733
vacation,56.0,0.7936497873290128
fearful,8.0,1.186302374644115
angry,88.0,1.1960187704551748
involvement,27.0,0.9978384278974134
claims,63.0,1.1091687864840767
travel,71.0,1.0972646016438858
job,550.0,1.0509528500224317
interview,32.0,1.1749664281833634
insists,24.0,0.8793259242345869
stay,161.0,1.0415705312102328
hop,12.0,1.122324808726927
mini-van,2.0,2.2440241836440533
tear,24.0,0.9965693807991984
desert,57.0,1.0891959370019646
brothers,167.0,0.934491197337014
duane,7.0,1.5329971782031147
seth,52.0,1.0491700763332872
green,104.0,0.9105051452926637
blaine,7.0,1.3796974603828034
vince,36.0,0.8380261389452355
vieluf,4.0,1.370312047325776
cody,3.0,1.4768139110728769
young,738.0,1.0079685173119841
crooked,14.0,0.9886634200910867
stupid,250.0,0.7485180375254159
speech,92.0,1.065428474662311
impediment,4.0,1.6443744567909313
due,195.0,1.151330913888208
poorly,82.0,0.7828499272632359
self-done,1.0,2.2817282836157733
tongue,23.0,0.9288182738654748
piercing,3.0,1.4768139110728769
person,326.0,1.038746580821371
close,235.0,0.97590813977473
understanding,57.0,1.1394665187097475
boys,115.0,0.8971492351203183
stop,244.0,0.9650523619265402
nothing,800.0,0.8569167720727173
reach,87.0,1.0098590277416584
goal,77.0,1.0660030781595513
finally,350.0,0.9860906476639053
nick,129.0,1.0002422024336952
shaffer,3.0,1.846017388841096
breckin,6.0,0.9595287475268648
meyer,35.0,0.844695608682941
no-nonsense,9.0,0.9812271613074535
lawyer-in-training,1.0,2.2817282836157733
recruits,16.0,1.0424590724883847
helicopter,14.0,0.9366285032441873
pilot,56.0,0.927845371978087
tracy,21.0,1.2225193846012916
faucet,1.0,2.2817282836157733
amy,70.0,0.9545752303721323
smart,173.0,1.044718455461671
journey,92.0,1.0958692882240915
glance,27.0,1.160730918082035
seem,574.0,1.0029800065436307
blandly,4.0,0.9135413648838506
wholesome,11.0,1.2988889374236867
changes,107.0,1.065477755863458
buzzes,1.0,2.2817282836157733
home,542.0,0.9955945641716164
boyfriend,82.0,1.0516643185185521
shawn,10.0,1.0589244949451606
dean,52.0,0.9859847636129353
cain,4.0,1.315499565432745
spies,12.0,1.1273351873373152
swimming,16.0,1.0973253394614573
director,1054.0,0.9298024362557405
jerry,114.0,0.8750479255158937
zucker,12.0,1.2275427595450767
airplane,43.0,1.2267285431740218
ghost,70.0,1.0120797623222608
leaps,27.0,1.0612396965321464
racer,3.0,1.3845130416308222
periodically,7.0,1.3413725309277251
returning,30.0,0.998709328920651
grisham,20.0,1.2241172593307377
dave,29.0,0.8643764601405753
thomas,89.0,0.9661308995290169
personality-impaired,1.0,2.2817282836157733
continue,70.0,0.966076136762158
cooking,22.0,0.993447944321655
bizarre,115.0,1.007567602519742
production,289.0,0.9567573237679285
fall,232.0,0.9453964355812481
flat,125.0,0.8353419743694162
momentum,27.0,0.970960625125766
zooms,14.0,0.9886634200910867
past,333.0,1.0350384830214994
missteps,12.0,1.5782692622722414
points,160.0,0.9180739818189766
include,110.0,0.9092202208282579
involving,242.0,0.9452169621112119
bates,31.0,0.9957111616797112
roadside,2.0,1.6830181377330402
squirrel,6.0,1.439293121290297
salesperson,1.0,2.2817282836157733
intricately,8.0,1.5421930870373495
set,544.0,0.9838782688453775
gag,55.0,0.8435139648532755
carries,48.0,1.1095088010806138
museum,25.0,1.220644371905291
outdoor,8.0,1.186302374644115
rally,12.0,1.1331163934262245
utterly,83.0,0.9374900156141245
tasteless,18.0,1.038841237056378
screamingly,1.0,2.2817282836157733
funny,824.0,0.9355165136239414
pay-off,2.0,1.6830181377330402
team,282.0,0.9661224424767544
ditched,5.0,0.8152939286952062
joke,128.0,0.8177021417746412
dropped,47.0,0.8817247087399297
baby's,9.0,0.9663600831058254
clothes,51.0,0.9208804920372091
instead,565.0,0.9730625644528387
get,1920.0,0.9349420660213106
lost,402.0,0.9346261624272582
cleavage,17.0,0.9414677863203886
dozing,2.0,1.6830181377330402
society,149.0,1.0411967440987602
matron,7.0,1.3796974603828034
drawn,73.0,1.0116179511389516
laugh,223.0,0.922966572493696
without,695.0,0.9861655758359756
squirm-inducing,2.0,1.6830181377330402
hint,52.0,0.8417151315345058
child,234.0,1.0429626556777132
molestation,4.0,1.0962496378606208
selected,14.0,1.1776726033437943
different,429.0,1.100896805071199
band,119.0,1.0591719922089022
concert,26.0,1.028968046735903
sequence,364.0,1.0024675338055005
god,214.0,1.0080764665764934
need,316.0,0.9535565601804848
smash,14.0,1.0468200918611505
mouth,89.0,0.8691772228900297
performing,27.0,0.9447184460683129
enough,903.0,0.9269189373775054
carping,1.0,2.2817282836157733
terrific,119.0,1.2779488811120876
no-holds-barred,4.0,1.0962496378606208
diverse,18.0,1.088309867392396
dvd,75.0,1.1043249953481595
buy,95.0,1.0269337284927456
hilarious,199.0,1.1466829695851348
surely,59.0,1.0876292302795243
outtakes,13.0,1.1243086414766505
die,185.0,0.9528147358043404
i've,380.0,0.9827536212025878
lately,21.0,1.0775411242479334
never,1360.0,0.9827773064951274
thought,372.0,0.9312625904696663
pseudo-,3.0,1.1076104333046577
substance,72.0,0.8642184267119755
-,1412.0,1.0354327743618341
hollywood,522.0,0.9693150041772362
faking,7.0,1.2072352778349527
deep,271.0,1.040115824970966
meanings,9.0,1.1596320997269904
ever,736.0,0.9891001275966673
seen,902.0,1.0073979201459407
enjoyed,106.0,1.132134977780329
back,1031.0,0.9875240675590565
realize,165.0,1.0418113998512493
missing,114.0,0.9508630039963574
filmmakers,191.0,0.8577165999536905
putting,62.0,0.947699560663885
rehearsed,2.0,1.6830181377330402
melodramatic,38.0,0.9053900249063638
evoke,17.0,0.9048431813605566
strong,259.0,1.1172401674974737
connotations,3.0,1.1076104333046577
step,82.0,1.0525235213931587
aside,118.0,0.946123910985044
reflect,18.0,1.1872471280644321
going,871.0,0.9505752721388616
experience,230.0,1.0900249032682277
may,854.0,0.9972399072658704
discover,106.0,0.9925479174859059
elegantly,6.0,1.619204761451584
presented,104.0,1.0733814322805006
fluff,26.0,0.9987042806554352
i'm,622.0,0.8934531210567249
angels,83.0,1.1213272767577027
bad,1372.0,0.8126036728935655
lot,674.0,0.9810281391478279
somewhere,127.0,0.9012216240582828
along,529.0,0.9800639757665713
way,1668.0,0.9941562391565946
faltered,2.0,1.1220120918220267
underneath,25.0,1.2138327403656413
seemingly,117.0,1.007444021665411
poetic,17.0,1.1501033068346023
beauty,135.0,1.0537749217958023
gigantic,20.0,0.9529282049559281
hole,48.0,1.0003767878595697
somebody,37.0,0.9576239128124003
covered,54.0,0.9596951263346191
iridescent,2.0,1.6830181377330402
glossy,7.0,0.7153986831614534
cinematography,138.0,1.0955250873380464
shattered,18.0,1.3668963645478658
hopes,72.0,1.1188962815852035
though,936.0,0.9870539441784741
saw,252.0,0.9384965895007062
coming,261.0,1.0285854855910606
